review_comment_message,review_score,product_category_name_english,late_delivery_flag
"lannister o produto foi entregue faltando um item, eram para serem dois grampos só foi entregue um. Espero contato para resolver o problema",1.0,garden_tools,0
demorou demais para me avisar que o produto está indisponível!!!,1.0,,0
Não recebi nenhum dos dois produtos que comprei sendo que já paguei a primeira parcela,1.0,health_beauty,1
o produto não foi entregue por indisponibilidade. ,1.0,,0
"Uma coligação de MERDAS ninguém da satisfação e solução aos problemas 
DESCASO TOTAL ",1.0,garden_tools,0
"
Comprei um produto que está com defeito e não consigo trocar da erro no site.",1.0,telephony,0
"NAO GOSTEI DO PRODUTO, E PIOR QUE A LOJA NAO DÁ OPÇAO DE TROCA NO SITE, E NO CONTATO DAS lannister NAO TEM OPÇAO PRA FALAR...",1.0,baby,0
O produto chegou diferente do comprado,1.0,telephony,0
Comprei 2 itens...uma rede de dormir e mesa com 2 cadeiras infantis .Só recebi a rede.,1.0,toys,0
Comprei 2 itens...uma rede de dormir e mesa com 2 cadeiras infantis .Só recebi a rede.,1.0,kitchen_dining_laundry_garden_furniture,0
"Produto com defeito de tamanho, um lado maior que o outro e as costuras erradas no tamanho ",1.0,bed_bath_table,0
Meu produto que CANCELEI antes de gerar NFE ainda não chegou para eu recusar.,1.0,toys,1
"1 mês e ate hj minha encomenda não chegou e o vendedor nem se quer deu satisfação explicando algo mandei 4 reclamação e nada dele responder,",1.0,pet_shop,1
"Segundo produto no mesmo mês que nao recebo, com certeza não comprarei mais nas lannister, minha ultima compra foi essa.",1.0,electronics,1
o produto ainda não chegou . Já passou do prazo,1.0,bed_bath_table,1
"Entrega realizada quase dois meses após a data prevista. 
",1.0,telephony,1
"Produto extraviado na entrega, furtado do carro dos correios, cancelamento solicitado por email e pelo site lannister.com.
Não posso avaliar a loja e nem recomenda-la, devido a este motivo.",1.0,air_conditioning,0
Comprei 2 duas unidades da luminária pendente mas só 1 um foi entrega aguardo retorno..,1.0,construction_tools_lights,0
Comprei 2 duas unidades da luminária pendente mas só 1 um foi entrega aguardo retorno..,1.0,construction_tools_lights,0
"30 dias para entrega e nada, segundo os correios ainda não chegou na cidade de entrega, a desculpa será a greve dos caminhoneiros, porém ela atingiu apenas cinco dias do prazo estipulado.",1.0,sports_leisure,0
minha opinião é que vocês deviam acompanhar semanalmente ou quinzenalmente a entrega,1.0,perfumery,0
Ainda não recebi o produto.,2.0,watches_gifts,0
"Entrega super rápida , os produtos são bons porém vem todos iguais achei disnecessario vou ficar com muitos pincéis sem usar pelo fato de serem iguais.",1.0,health_beauty,0
"O pedido é um móvel com fruteira, acontece que ontem, sábado dia 09/06 só recebi as bandejas da fruteira, e a nota fiscal referente ao valor total do móvel, foi minha irmã que recebeu, q]",1.0,kitchen_dining_laundry_garden_furniture,0
"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
",2.0,sports_leisure,0
"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
",2.0,sports_leisure,0
"Recebi o pingente com defeito, quebrado.",1.0,fashion_bags_accessories,0
Produto com 15 dias de atraso do esperado.,1.0,musical_instruments,1
"Meu produto não foi entregue e tive que retirar no correio,quero o ressarcimento do frete por favor. Obrigado ",1.0,health_beauty,0
4,1.0,housewares,0
"Comprei 2 transformadores iguais, porém na entrega veio apenas um. Como proceder agora? ",1.0,computers_accessories,0
"Comprei 2 transformadores iguais, porém na entrega veio apenas um. Como proceder agora? ",1.0,computers_accessories,0
"Uma vergonha uma empresa vender um livro, mas entregar outro que de nada serve para meus estudos. Optei por comprar com a empresa e agora não há mais em outras e nem nessa porcaria... revoltado.",1.0,books_technical,0
só recebi 02 das 03 pecas que encomendei,1.0,computers_accessories,0
só recebi 02 das 03 pecas que encomendei,1.0,computers_accessories,0
só recebi 02 das 03 pecas que encomendei,1.0,computers_accessories,0
"A embalagem na hora da entrega estava perfeita.
Infelizmente só abrimos a embalagem depois que o entregador foi embora.
Para nossa surpresa a lata do brinquedo estava totalmente AMASSADA.",1.0,toys,0
"Ainda não recebi meu produto e claro,já paguei por ele ",1.0,furniture_decor,1
"A targaryen para entrega de bijuterias e relógios foi perfeita, mas este papel não. ",1.0,furniture_decor,0
"Não gostei da entrega, pois feito uma única tentativa na residência, o produto voltou para a central dos correios, sendo que poderiam ligar ou mandar e-mail previamente informando o dia exato ",2.0,bed_bath_table,1
"Não gostei muito Rui 
",1.0,cool_stuff,0
" entrega foi rápido, mas tem um porem. Gostei do produtos em partes, muito bonito o kit, mas a parte do desenho e em papel sem alguma proteção, poderia ser impermeabilizado ou pintado .",2.0,housewares,0
"No acompanhamento de pedidos o status está como entregue, contudo o produto nunca chegou na minha casa. ",1.0,perfumery,0
Não recebi até agora o produto.J Á MANDEI DOIS EMAILS SOLICITANDO INFORMAÇÃO E NÃO ME RESPOSDERAM NADA.,1.0,baby,1
"o problema na entrega do meu produto está sendo a greve dos correios, portanto nao posso ser injusta em nao recomendar a loja.",2.0,garden_tools,1
"muito obrigado
",1.0,bed_bath_table,0
nao chegou o produto ate agora ja faz um mes e nada,1.0,computers_accessories,0
comprei a mochila da Patrulha Canina e veio a mochila da Frozen. Estou tentanto trocar o pedido no site e dar erro de conexão.,2.0,stationery,0
O produto veio errado. o que é um transtorno visto que tive vários problemas com a entrega.,1.0,telephony,1
"Olá, estô muito chateado Véio Errado o produto, Estô tentando trocar más ñ consigo...porque quando EU entro no site ñ completa à minha solicitação...por favor preciso de uma solução. ",1.0,fashion_shoes,0
"Não recebemos ainda como dar opiniao ou avaliar?
Com prazo para responder se recebemos ou nao?",2.0,home_construction,0
"Recebi o carregador, mas ele veio com defeito. Não está carregando o celular. Como realizo a troca?",1.0,telephony,0
produto nao chegou,1.0,computers_accessories,1
Não consigo contato com a empresa. Absurdo.,1.0,small_appliances_home_oven_and_coffee,1
Até o momento não recebi o produto que está atrasado na entrega.,1.0,sports_leisure,1
ATÉ AGORA O PRODUTO NÃO CHEGOU,1.0,cool_stuff,1
Estou indgnada pois nao recebi o produto e nao tive nenhuma resposta por onde ele anda...estou muito chateada e quero meu dinheiro de volta!,1.0,perfumery,0
Estou indgnada pois nao recebi o produto e nao tive nenhuma resposta por onde ele anda...estou muito chateada e quero meu dinheiro de volta!,1.0,perfumery,0
Estou indgnada pois nao recebi o produto e nao tive nenhuma resposta por onde ele anda...estou muito chateada e quero meu dinheiro de volta!,1.0,perfumery,0
Péssima estou aguardando a mercadoria até hoje já paga pelo cartão ,2.0,bed_bath_table,1
"Dos 3 itens que comprei, recebi apenas 1item. Foi rápida a entrega, que foi a película de vidro. Porém não atingiu as expectativas pois não cobriu toda a tela, e parece ser frágil. ",2.0,telephony,0
"Dos 3 itens que comprei, recebi apenas 1item. Foi rápida a entrega, que foi a película de vidro. Porém não atingiu as expectativas pois não cobriu toda a tela, e parece ser frágil. ",2.0,telephony,0
"Dos 3 itens que comprei, recebi apenas 1item. Foi rápida a entrega, que foi a película de vidro. Porém não atingiu as expectativas pois não cobriu toda a tela, e parece ser frágil. ",2.0,telephony,0
Meu produto não foi entregue!,1.0,watches_gifts,0
"Recebi apenas a rede, não foi enviado os ganchos. Favor entrar em contato.",1.0,bed_bath_table,0
"Recebi apenas a rede, não foi enviado os ganchos. Favor entrar em contato.",1.0,costruction_tools_garden,0
"Comprei dois produtos e só me entregaram 1. O primeiro levou 19 dias pra entregar. Hoje é dia 22 e o prazo é dia 27, então vemos que a loja não vai cumprir o prazo..",1.0,garden_tools,0
"Comprei dois produtos e só me entregaram 1. O primeiro levou 19 dias pra entregar. Hoje é dia 22 e o prazo é dia 27, então vemos que a loja não vai cumprir o prazo..",1.0,garden_tools,0
"o produto foi entregue errado eu estou esperado contatos da loja para resolver a situação
 ",1.0,,0
Simplesmente horrível o produto ,1.0,bed_bath_table,0
Paguei por um cabo e um carregador de celular. Porém recebi somente o carregador.,2.0,telephony,0
Acho um desrespeito pediram pra buscar no correio cheguei lá o produto já não estava sondor de cabeça ,1.0,,0
"insatisfeito 
",2.0,computers_accessories,0
Recebi o produto errado,1.0,computers_accessories,0
Comprei dia 19/08/18 com previsão de chegada dia 24/08/18. Até à data presente ( 01/09/18 ) não recebi o produto.,2.0,sports_leisure,1
Comprei um controle Sony Rm-yd047 e recebi um controle Kdl40 W-1004,1.0,electronics,0
"Recebi, antes do prazo de entrega. Porém no mesmo dia que recebi o produto e quebrou ao utilizar em um balão de soco. Inadmissível, o produto é para defesa pessoal, e não pode quebrar. Já mandei foto",1.0,sports_leisure,0
Estou aguardando posicionamento da empresa.,2.0,stationery,1
Não mandaram o produto da marca que comprei,1.0,auto,0
"Encomendei 3 Toners, não recebi o 12 A, Recebi o 36 A( este ok), dos 3 toners 83A, só recebi um, péssimo isso!!!!!",1.0,computers_accessories,0
"Encomendei 3 Toners, não recebi o 12 A, Recebi o 36 A( este ok), dos 3 toners 83A, só recebi um, péssimo isso!!!!!",1.0,computers_accessories,0
"Encomendei 3 Toners, não recebi o 12 A, Recebi o 36 A( este ok), dos 3 toners 83A, só recebi um, péssimo isso!!!!!",1.0,computers_accessories,0
"Encomendei 3 Toners, não recebi o 12 A, Recebi o 36 A( este ok), dos 3 toners 83A, só recebi um, péssimo isso!!!!!",1.0,computers_accessories,0
"Estão dizendo que já foi entregue, mais até o momento não recebi nada, se não resolver ou devolver o dinheiro. Vou ter que ir no PROCON e na polícia.veja com sua transportadora",1.0,construction_tools_safety,0
Como resolver???,1.0,baby,0
"Além de não ter notícias sobre a entrega e não poder acompanhar o status do pedido, o produto chegou quebrado e não tive nenhuma resposta por parte do vender após tentar obter reembolso da compra.",1.0,home_construction,0
"Pura propaganda enganosa.
Comprei um produto e me entregaram outro,estou tentando um contato e ate agora nada. Não recomendo.
",1.0,watches_gifts,0
Sempre compro na lannister mas dessa vez demorou muito a me entregarem e fiquei mais triste pq comprei o presente dos meus sobrinhos para o Natal e não pude dar no dia eles ficaram muito chateados,1.0,toys,0
Anunciou um produto entregou diferente ,1.0,small_appliances,0
Pelo valor dele eu esperava um produto melhor.,2.0,sports_leisure,0
"A encomenda chegou no prazo, entretanto veio com marcas de uso, sem os acessórios e isso não é correto. Já entrei em contato imediatamente e não fui respondido.",2.0,health_beauty,0
"Meu produto veio com o CD de instalação quebrado, vcs vão mandar outro ?",2.0,auto,0
"O produto veio errado não tive nenhum respaldo para troca ou devolução do dinheiro, infelizmente terei que entrar com uma ação judicial para resolver o meu problema ",1.0,bed_bath_table,0
"Comprei outros produtos e sempre vieram, só estou tendo problema com este, mais no geral é um site muito bom de se comprar.",2.0,fashion_bags_accessories,0
"Produto chegou quebrado, ficaram de trocar",1.0,furniture_decor,0
Produto não entregue após o prazo de 16 dias úteis avisaram que não vão entregar. Que não tem estoque do produto.,1.0,,0
Comprei preto e veio Prata. Já fiz a reclamação e estou aguardando contato da empresa targaryen.,1.0,watches_gifts,0
"Recomendo a loja, porém sempre tem algum ponto à melhorar e a sugestão é p/ logística, pois a compra foi efetuada dia 16/03 e até o momento não foi entregue, ou seja, quase 1 mês e ainda não recebi.",2.0,sports_leisure,0
Ñ recebi o produto.,1.0,perfumery,0
"NÃO RECEBI OS PRODUTOS MENCIONADOS NO E-MAIL. RECEBI, COMO JÁ DISSE, UMA CAIXA DE PAPELÃO VAZIA, SEM NENHUM CONTEÚDO. COMO NAS OUTRAS MENSAGENS QUE JÁ ENVIEI, ESPERO QUE MEU PROBLEMA SEJA RESOLVIDO. ",1.0,stationery,0
"NÃO RECEBI OS PRODUTOS MENCIONADOS NO E-MAIL. RECEBI, COMO JÁ DISSE, UMA CAIXA DE PAPELÃO VAZIA, SEM NENHUM CONTEÚDO. COMO NAS OUTRAS MENSAGENS QUE JÁ ENVIEI, ESPERO QUE MEU PROBLEMA SEJA RESOLVIDO. ",1.0,stationery,0
"O produto veio sem os suportes laterais, já enviei 3 emails e não recebi nenhum posicionamento até o momento, muito insatisfeito, falta de organização!",1.0,office_furniture,0
Produto não funciona,2.0,auto,0
"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",1.0,garden_tools,0
Em 2 meses de espera não recebi o produto. Dividi em duas vezes paguei as duas vezes e não recebi o produto. UMA VERGONHA! Estou indo no procon pois o baratheon não atende telefone. VERGONHA.,1.0,perfumery,0
"Foi entrgue dentro do prazo, porem nao foi entregue o produto com as caracteristicas q comprei. ",2.0,housewares,0
"Solicitei e paguei por 2 toner, recebi somente 1. Quero o toner ou o valor pago a mais!",2.0,computers_accessories,0
"Solicitei e paguei por 2 toner, recebi somente 1. Quero o toner ou o valor pago a mais!",2.0,computers_accessories,0
"ao realizar a compra de uma cortina tecido blackoute conforme foto do anuncio, e recebi uma cortina de plastico, nada parecido com a foto do anuncio, sempre comprei na baratheon e isso nunca aconteceu",1.0,bed_bath_table,0
"O produto custou R$34 com frete, mas não é bom. É bem ralinho parece água. ",1.0,,0
Não tinha o produto na cor mostrada no site. Demora em comunicar isso e perguntar sobre a possibilidade de outra cor. Produto ainda não entregue ,1.0,sports_leisure,1
Carteira maior do que as grandes normal muito feia$60 perdido.,1.0,fashion_bags_accessories,0
"Pedido de 03 balanças.....depois de atraso na entrega...recebi apenas 01 balança...Nota fiscal rasurada na quantidade.....má fé total.....
Estou cancelando compra junto a administradora de cartao....",1.0,health_beauty,0
"Pedido de 03 balanças.....depois de atraso na entrega...recebi apenas 01 balança...Nota fiscal rasurada na quantidade.....má fé total.....
Estou cancelando compra junto a administradora de cartao....",1.0,health_beauty,0
"Pedido de 03 balanças.....depois de atraso na entrega...recebi apenas 01 balança...Nota fiscal rasurada na quantidade.....má fé total.....
Estou cancelando compra junto a administradora de cartao....",1.0,health_beauty,0
"Demora excessiva para entregar a mercadoria, quase trinta dias",1.0,housewares,0
Eu só recebi uma mercadoria o outro pneu não veio recebi um pneu,2.0,auto,0
Eu só recebi uma mercadoria o outro pneu não veio recebi um pneu,2.0,auto,0
Eu só recebi uma mercadoria o outro pneu não veio recebi um pneu,2.0,auto,0
Eu só recebi uma mercadoria o outro pneu não veio recebi um pneu,2.0,auto,0
"JÁ SOU CLIENTE DA AMERICAS FAZ TEMPO, NUNCA TIVE PROBLEMAS. PORÉM, ESTA LOJA ""targaryen"", FOI A MINHA PRIMEIRA COMPRA E NÃO RECOMENDO, POIS NÃO CUMPREM PARA DE ENTREGA ESTABELECIDO.
",1.0,fashion_bags_accessories,1
"Meu produto veio errado, pedi um estojo de pincéis com 12, e veio um estojo de tesoura no nome de Gabriel Leão ",1.0,perfumery,0
Demorou n veio a cor q escolhi e comprei um sofá caro e já faz mas se 1 mês e nada de entregar muito insatisfeita e fiz o cartão pelo site no nome de meu marido Cyro Dias Braga entao fiz polishop,2.0,furniture_decor,0
Recebi apenas um item desse pedido. Recebimento incompleto. ,1.0,bed_bath_table,0
Recebi apenas um item desse pedido. Recebimento incompleto. ,1.0,bed_bath_table,0
Recebi apenas um item desse pedido. Recebimento incompleto. ,1.0,cool_stuff,0
Recebi apenas um item desse pedido. Recebimento incompleto. ,1.0,cool_stuff,0
"O produto demorou cerca de dois meses para chegar. Além disso, o produto não contém as medidas divulgadas no anúncio. Não recomendo.",1.0,bed_bath_table,1
produto veio com defeito,1.0,sports_leisure,0
produto veio com defeito,1.0,sports_leisure,0
"Cobrei uma posição após os correios informarem que não receberam o produto e a empresa não deu resposta. Nem percam tempo tentando comprar com esta empresa, estou cancelando a compra. Péssimo!",1.0,stationery,1
"Cobrei uma posição após os correios informarem que não receberam o produto e a empresa não deu resposta. Nem percam tempo tentando comprar com esta empresa, estou cancelando a compra. Péssimo!",1.0,stationery,1
"Cobrei uma posição após os correios informarem que não receberam o produto e a empresa não deu resposta. Nem percam tempo tentando comprar com esta empresa, estou cancelando a compra. Péssimo!",1.0,stationery,1
"Cobrei uma posição após os correios informarem que não receberam o produto e a empresa não deu resposta. Nem percam tempo tentando comprar com esta empresa, estou cancelando a compra. Péssimo!",1.0,stationery,1
"Realizei a compra via lannister e em 7 dias só para separação do produto e mas 7 dias pra emitir a nota fiscal e em
Dentro de mais uma semana o mesmo ainda
Estava sendo preparado para o envio .",1.0,furniture_decor,1
"o produto veio errado (o encosto não corresponde à foto - é menor) e com defeito: um dos ferros que compõe as pernas está torto, o que faz com que a cadeira fique instável e bamba",1.0,office_furniture,0
"Estou INSATISFEITO com a compra, poque depois de feito, As lannister, saiu da negociacão,|transferindo tudo p a targaryen, que trazia informacões desencontradas, e não encaminhou a nota fiscal de venda.i",2.0,watches_gifts,0
"O prazo de entrega já expirou. Eu não recebi o produto. Já entrei em contato com o site e até o momento não recebi NENHUM retorno, nem da targaryen e nem do site lannister.",1.0,audio,1
"Meu produto não veio novo, veio embalado em uma caixa de sapato. ",1.0,,0
Quando fui colocar a lâmpada quebrou o parafuso dai colei . ,2.0,auto,0
Quando fui colocar a lâmpada quebrou o parafuso dai colei . ,2.0,auto,0
"Realizei a compra em 29/04/17 e até hoje, 31/05/17 não recebi o produto.",1.0,auto,0
"recebi o produto antes mesmo do prazo, porem o mesmo não funciona.",1.0,auto,0
não recebi,2.0,furniture_living_room,1
"Pedi uma coisa e veio outra ,era para ser um chip micro sd xc e veio um micro sd hc ,versão ultrapassada dos micros sd",1.0,computers_accessories,0
"já compro no site a anos, nunca me senti enganado! no entanto nessa compra na minha opinião fui enganado e passado para trás. não recomento o produto a ninguém! ",1.0,computers_accessories,0
Comprei 3 unidades do produto vieram 2 unidades que não corresponde com o que comprei. Devido a minha opinião é negativa com relação a esse vendedor pois não não cumpriu com o prometido na venda.,1.0,home_appliances,0
"mercadoria super atrasada
não recomendo ",1.0,computers_accessories,1
"mercadoria super atrasada
não recomendo ",1.0,computers_accessories,1
"mercadoria super atrasada
não recomendo ",1.0,computers_accessories,1
"mercadoria super atrasada
não recomendo ",1.0,computers_accessories,1
"RECEBI O PRODUTO ERRADO, SOLICITO A TROCA",1.0,fashion_bags_accessories,0
"Gostaria de saber o que houve com o meu pedido,,já tá mais de mês que eu comprei o produto e nunca recebi!!!",1.0,cool_stuff,1
"A bolsa que o site descreve não bate com a que recebi. A qualidade do produto é péssima! É uma bolsa maternidade bem frágil. Chegou antes do prazo, porém não recomendo comprar.",1.0,cool_stuff,0
Produto não foi entregue e no site do rastreamento diz que foi entregue,1.0,construction_tools_construction,0
"Deu tudo certo, até testar o produto que não cumpre o prometido, a garrafa não funciona direito, por isso quero devolver, péssima compra.",1.0,housewares,0
Acredito não ter recebido por conta da greve . Mas não indico a lannister por motivo de venda de televisão com defeito ,1.0,construction_tools_construction,0
"Recebi o produto, na verdade comprei a case para um tablet 10.1 e não serviu, então as medidas dessa case não deve estar correta.",2.0,computers_accessories,0
Comprei outros produtos e não tive problemas acredito que foi a falta do produto no estoque,2.0,small_appliances,0
"O produto não correspondeu ao desjado.
",1.0,stationery,0
"Estou aguardando a encomenda. 
Recebi o aviso de dificuldade na entrega, mas ninguém entrou em contato para dizer o q realmente aconteceu. ",1.0,computers_accessories,1
Até o momento nada do produto chegar. Esperarei mais uns dias antes de procurar meus direitos perante a justiça.,1.0,health_beauty,0
"Não recebi toda a mercadoria, comprei dois cartuchos de tinta hp e só recebi um. Ninguém não dá nem um sinal para resolver o problema. Estou vendo que vou ter que entrar na justiça e processar a loja.",1.0,computers_accessories,0
"Não recebi toda a mercadoria, comprei dois cartuchos de tinta hp e só recebi um. Ninguém não dá nem um sinal para resolver o problema. Estou vendo que vou ter que entrar na justiça e processar a loja.",1.0,computers_accessories,0
Comprei e eles não tinham o produto. ,1.0,cool_stuff,0
"Comprei um combo composto por carrinho + Moisés + bebê conforto + adaptador. 
Somente foi entregue o carrinho. Os demais ítens não vieram.",1.0,baby,0
Estou aguardando o produto ,1.0,furniture_decor,1
Não recebi o produto não recebi uma justificativa do vendedor. entrei em contato mas até agora não obtive uma resposta. ,1.0,stationery,1
"correios informa que ate agora não chegou no cd da minha cidade, mas loja que entrega com o correio so se pode esperar isso mesmo",1.0,telephony,1
"Apesar de falar que o cooler era compativel com o meu purificador na descricao do anuncio, NAO É.

Tive que devolver. Ou seja, esperei a toa.",1.0,small_appliances_home_oven_and_coffee,0
"Veio uma falsificaçao do Moto G5 plus, com o lacre da caixa rompido, sem manual, sem termo de garantia da Motorola, selos da anatel falsos, IMEI clonado, design do celular todo errado. Não recomendo! ",1.0,telephony,0
"Um dos produtos comprados foi entregue, o binóculo. Já o tripé não chegou.",1.0,cine_photo,0
"Um dos produtos comprados foi entregue, o binóculo. Já o tripé não chegou.",1.0,sports_leisure,0
"Recebi o produto cheio de defeitos. Já solicitei devolução do dinheiro, estou aguardando retorno",1.0,cool_stuff,0
"meu produto chegou e ja tenho que devolver, pois está com defeito , não segurar carga",1.0,computers_accessories,0
Não recebi porque está no correio ,2.0,watches_gifts,1
Espero uma Satisfação por que não foi entregue até hoje.obrigado Simone,1.0,health_beauty,1
Venderam produto na qual não tinha no estoque e não me avisaram ... Na qual tive que comprar em outro parceiro,1.0,,0
"Produto que sinais de uso , manchado , marcado e quebrado ",1.0,construction_tools_construction,0
"Produto demorou a chegar, mas pela gestão do correio, mas veio o produto certinho.
O produto é em vinil, faz um pouco de barulho, mas é conforme descreve.",2.0,furniture_decor,1
"Péssima empresa, não entregam os produtos. ",1.0,housewares,0
"Péssima empresa, não entregam os produtos. ",1.0,housewares,0
Não gostei muito da qualidade do produto. ,2.0,bed_bath_table,0
"Efetuado a compra dia 16/02 aprovado dia 20/02, emitido a nota 22/02 mto tempo para processo de analise e envio e ate o dia 08/03 não recebi o produto",1.0,computers_accessories,0
"Gostaria de saber o que houve com meu produto, já que no status de entrega aparece a mensagem: ocorrência na entrega. O que houve??? Gostaria de uma posição das Lojas lannister!",1.0,health_beauty,1
Quero meu dinheiro paguei e não recebi meu dinheiro hoje vou fazer moletin de ocorrência ...não fizerao nem nota fiz passarão a mão no meu dio targaryen cuidado gente vcs vão se arrepender ...lixoooo,1.0,sports_leisure,0
A loja entregou a quantidade errada do produto.,2.0,pet_shop,0
A loja entregou a quantidade errada do produto.,2.0,pet_shop,0
A loja entregou a quantidade errada do produto.,2.0,pet_shop,0
recomendo a loa pois cumpriu o prazo certinho mas o produto é muito ruim...pessima qualidade.,2.0,bed_bath_table,0
Não recebi o produto é não tive nenhum contato do vendedor!,1.0,sports_leisure,0
Compre ja tem dias e ate agora nao entregaram e nem me responde os meus contatos,1.0,bed_bath_table,1
"As lâminas vieram fora de embalagem, enrolados num saquinho. O produto chegou dentro do prazo previsto.",2.0,health_beauty,0
"Eu so recebi uma pantufa,está faltando a outra ,estou aguardando a outra ,peço que providencie o mais rápido possível ",1.0,fashion_shoes,0
"Eu so recebi uma pantufa,está faltando a outra ,estou aguardando a outra ,peço que providencie o mais rápido possível ",1.0,fashion_shoes,0
"Eu so recebi uma pantufa,está faltando a outra ,estou aguardando a outra ,peço que providencie o mais rápido possível ",1.0,fashion_shoes,0
"Eu so recebi uma pantufa,está faltando a outra ,estou aguardando a outra ,peço que providencie o mais rápido possível ",1.0,fashion_shoes,0
"Não entregaram o produto correto! Pedi uma chaleira de 3 litros, paguei pela mesma e me enviaram de 2 litros além do produto ser de péssima qualidade e veio com riscos! ",1.0,housewares,0
"Fiz uma compra de dois produtos, um relógio no valor de 175,00 e outro no valor de 270,00 no entanto recebi um produto com valor menor q o q foi pago e o outro no valor de 270,00 não recebi",1.0,watches_gifts,0
"Fiz uma compra de dois produtos, um relógio no valor de 175,00 e outro no valor de 270,00 no entanto recebi um produto com valor menor q o q foi pago e o outro no valor de 270,00 não recebi",1.0,audio,0
"Comprei dois jogos de lençóis, só veio um .",1.0,bed_bath_table,0
"Comprei dois jogos de lençóis, só veio um .",1.0,bed_bath_table,0
A caixa transporte não foi entregue e o pedido aparece baixado,1.0,consoles_games,0
A caixa transporte não foi entregue e o pedido aparece baixado,1.0,pet_shop,0
Até hoje meu produto nada ,1.0,fashion_bags_accessories,1
"Recebi meu pedido incompleto, embora a nota contasse os 2 produtos conforme a compra e pagamento, dentro da caixa só havia 1 dos produtos comprados. Vale salientar que a embalagem não estava violada.",1.0,watches_gifts,0
"Recebi meu pedido incompleto, embora a nota contasse os 2 produtos conforme a compra e pagamento, dentro da caixa só havia 1 dos produtos comprados. Vale salientar que a embalagem não estava violada.",1.0,watches_gifts,0
recebi so uma caixa contendo uma pipoqueira e a outra ate agora nao chegou...ja tentei fazer a devolucao dessa q recebi e ate agora nao obtive resposta .,1.0,cool_stuff,0
recebi so uma caixa contendo uma pipoqueira e a outra ate agora nao chegou...ja tentei fazer a devolucao dessa q recebi e ate agora nao obtive resposta .,1.0,cool_stuff,0
"Previsão era até o dia 10, mas até agora não chegou.",1.0,pet_shop,0
Não é o produto que queria tento fazer a devolução e não me respondem.,1.0,sports_leisure,0
Não é o produto que queria tento fazer a devolução e não me respondem.,1.0,sports_leisure,0
Foi solucionado o cancelamento do produto e o mesmo me foi entregue. Já tentei entrar em contato para recebimento do código de envio. Mais não obtive resposta.,1.0,sports_leisure,0
Recebi só o colorido.,1.0,computers_accessories,0
Recebi só o colorido.,1.0,computers_accessories,0
Recebi só o colorido.,1.0,computers_accessories,0
"No momento ainda estou aguardando o produto .Ja mandei dois emails e não obtive resposta .Falta de consideração com o cliente .Estou triste porque sou cliente antigo da lannister , ja o parceiro.....",1.0,watches_gifts,0
"O produto consta como entregue pelo correios, mas não chegou.",1.0,small_appliances,0
O produto não veio,1.0,health_beauty,0
"fiz uma compra, meus pedidos vieram separados até ai tudo bem, mas ficou faltando um produto e até agora não foi entregue! e isso que paguei caro pelo frete prazo era dia 06 já é 08 e nem satisfação!",1.0,auto,0
"Só chegou a mochila, estou aguardando a lancheira... Depois poderei avaliar adequadamente... Quando chegar a lancheira dou mais estrelas.",1.0,stationery,0
